TANGGAL,TN,TX,TAVG,RH_AVG,RR,SS,FF_X,DDD_X,FF_AVG,DDD_CAR
05-09-2023,24.6,31.6,28.2,69,0,10.4,6,170,4,S 
06-09-2023,26.2,32.6,28.7,75,0,10.4,11,140,4,SE
07-09-2023,25.8,32.4,29,71,8888,10.4,8,140,5,SE
08-09-2023,25.4,32.4,27.8,74,0,10.3,6,190,3,SE
09-09-2023,24.2,31.4,28.3,71,0,9.7,8,120,4,SE
10-09-2023,25.4,32,28.1,73,0,10.1,10,140,4,S 
11-09-2023,26.6,33,29.5,68,0,10.1,9,130,4,SE
12-09-2023,26.4,32.6,29,72,0,10,8,160,3,SE
13-09-2023,25.4,32.6,29,74,0,10.4,8,120,4,SE
14-09-2023,25,32,28.6,74,0,10.4,9,140,5,SE
15-09-2023,26.2,32.4,29,70,0,9.4,10,140,5,SE
16-09-2023,25.3,32.4,28.6,74,0,10.4,6,100,4,SE
17-09-2023,26.4,32.6,28.6,76,0,9.7,8,120,4,SE
18-09-2023,26.3,32.6,29.1,70,0,9.7,9,140,4,SE
19-09-2023,25.4,32.7,28.9,69,0,10.2,8,120,4,SE
20-09-2023,26.4,32,28.9,72,0,10.2,7,160,4,SE
21-09-2023,25.8,32.6,28.9,70,0,10.3,9,140,5,SE
22-09-2023,26,32,27.9,70,0,10.3,6,190,4,S 
23-09-2023,25.2,33.2,28.5,72,0,10.4,6,150,3,SE
24-09-2023,25.2,33.4,29,71,0,10,10,140,4,SE
25-09-2023,24.9,34,29,73,0,10.5,10,140,5,S 
26-09-2023,26,33.8,28.9,64,0,10.6,8,120,4,SE
27-09-2023,25.2,33,29.3,68,0,10.6,7,160,4,SE
28-09-2023,25.8,32.6,29.3,72,0,10.2,9,150,4,SE
29-09-2023,26.4,32.6,29.2,77,0,10.6,6,140,3,SE
30-09-2023,26,33.6,28.8,70,0,10.1,7,90,2,SE
01-10-2023,25,32.2,28.6,76,0,10.1,9,130,3,SE
02-10-2023,25,32.8,28.4,73,0,10.3,8,110,3,S 
03-10-2023,25.4,32.9,29.5,70,0,10.4,8,120,4,SE
04-10-2023,25.4,33.2,29.1,78,0,10.6,5,120,3,SE
05-10-2023,26.6,33.4,30.2,74,0,10.6,8,140,4,SE
06-10-2023,26.8,34.2,29.9,72,0,10.5,6,180,3,SE
07-10-2023,27.1,33.8,30.4,71,0,10.4,6,140,4,SE
08-10-2023,26.2,34,30,73,0,10.5,10,120,5,SE
09-10-2023,26.6,33.4,29.7,75,0,9.6,9,150,3,SE
10-10-2023,26.4,33.8,29.7,72,0,10.4,5,140,2,SE
11-10-2023,27,33.2,29.9,72,0,10.6,5,190,3,SE
12-10-2023,27,33.6,29.7,72,0,10.6,9,140,4,SE
13-10-2023,26.8,34,30.4,73,0,10.7,6,130,4,SE
14-10-2023,26.6,34.4,30.6,70,0,8.7,7,110,3,SE
15-10-2023,26.8,34.6,30.5,70,0,10.1,10,130,4,SE
16-10-2023,27.2,34.4,29.9,76,0,10.6,10,120,4,SE
17-10-2023,25.9,34.6,30,76,0,10.2,8,140,4,SE
18-10-2023,27.2,34.4,30.5,67,0,10.8,7,130,4,SE
19-10-2023,27.2,34.2,30.4,72,0,10.1,9,140,3,SE
20-10-2023,26.4,33.6,30.9,70,0,10.6,7,140,2,SE
21-10-2023,25.4,34,30.2,68,0,10.8,7,130,3,SE
22-10-2023,26.4,33.2,30,76,0,10,8,120,3,SE
23-10-2023,26.4,33.2,29.2,77,0,8.9,10,90,3,C 
24-10-2023,25.6,33.2,30.1,77,0,10.4,10,180,3,S 
25-10-2023,26,33.4,30.2,76,0,10.7,8,140,3,SE
26-10-2023,25.8,34.3,30,75,0,10.6,5,200,2,SE
27-10-2023,26.4,34.2,29.8,78,0,10.7,9,140,3,SE
28-10-2023,25.3,34.4,29.3,79,0,10.4,8,110,3,SE
29-10-2023,25.8,34.4,30.4,72,0,10.7,9,100,3,E 
30-10-2023,26.7,34,30.1,76,0,10.9,7,90,4,SE
31-10-2023,27.4,33.8,30.2,77,0,10.8,8,120,4,SE
01-11-2023,27.6,33.4,29.9,75,0,10.8,6,190,3,SE
02-11-2023,26.6,34.4,30.6,73,0,10.5,6,200,3,SE
03-11-2023,28.2,33.7,30.1,79,8888,10.6,10,130,4,SE
04-11-2023,28,33.2,30.1,76,0,5.9,7,120,2,SE
05-11-2023,27.8,34,30.1,76,1.8,9.7,10,120,2,E 
06-11-2023,26.7,33.4,30,74,0,10.7,7,160,3,SE
07-11-2023,26.8,33.8,30.1,71,0,10.7,5,120,2,S 
08-11-2023,27,34.8,30.3,72,0,9.2,3,210,1,C 
09-11-2023,27,35,30.9,71,0,11.1,6,320,1,C 
10-11-2023,27.2,35.2,30.6,74,0,7.9,5,190,2,C 
11-11-2023,27,34,30.3,74,0,8,5,200,2,C 
12-11-2023,26.8,34.8,30.6,71,0,9,9,150,2,C 
13-11-2023,27,34.3,31,72,0,10.9,7,200,2,C 
14-11-2023,28,35,31,74,0,11.2,8,120,3,SE
15-11-2023,27.4,35,30.6,76,5.2,10.7,7,120,3,SE
16-11-2023,27.2,35.4,31,70,0,8.3,8,200,3,SE
17-11-2023,28,33.8,29.8,77,0,10.4,9,340,2,C 
18-11-2023,26.8,34.4,30.7,71,0,7.3,6,140,2,C 
19-11-2023,26.8,34,30.8,70,0,9.5,7,190,3,S 
20-11-2023,27,35,31.2,69,0,11.6,6,220,3,SE
21-11-2023,28,35,31.1,71,0,11,8,80,4,SE
22-11-2023,28.2,35.4,31.5,69,0,11.4,10,150,5,SE
23-11-2023,29.2,35.2,31.2,72,0,10.5,7,200,2,SE
24-11-2023,28.8,34.6,30.5,75,0,7.3,6,200,2,C 
25-11-2023,28,34,30,85,0,4.6,12,200,2,C 
26-11-2023,24.2,33.1,29.9,77,42.8,0.5,7,310,2,C 
27-11-2023,26.8,32,28.3,83,0,8.3,5,90,1,C 
28-11-2023,24.8,31.8,28.1,85,59,2.3,4,360,1,C 
29-11-2023,25.8,30.9,29,81,8888,0,6,120,2,SE
30-11-2023,27.2,34,29.7,79,0-,1,9,130,3,SE
01-12-2023,26,32,27.9,86,1.6,7,8,350,2,C 
02-12-2023,25.6,32.2,29.5,82,27.6,4.1,5,170,2,C 
03-12-2023,26.6,31.2,29,82,0,5.5,5,220,2,C 
04-12-2023,26.6,33.3,29.1,78,4,1.7,4,180,1,C 
05-12-2023,26,34.2,30.3,75,8888,5.6,4,150,2,C 
06-12-2023,27,33.4,28.9,82,0,11.1,6,190,2,C 
07-12-2023,26.6,33.4,29.6,80,0,7.5,8,330,2,C 
08-12-2023,25.8,32,29.2,82,5.6,7.2,5,330,1,C 
09-12-2023,26.6,31.6,28.6,85,0,2.4,5,140,1,C 
10-12-2023,26.5,31.8,27.5,88,0,0.8,10,250,2,C 
11-12-2023,25.8,32.6,29.2,80,13.5,1.2,5,200,2,C 
12-12-2023,26,35,30.3,76,0,7.4,4,200,1,C 
13-12-2023,27,31.4,28.2,87,0,10.3,5,330,1,C 
14-12-2023,26.2,33,28.6,86,6.5,2.5,6,270,1,C 
15-12-2023,26.1,33,28,86,0.6,5.4,4,340,1,C 
16-12-2023,26,32.6,29.9,79,3.4,5.4,5,180,1,C 
17-12-2023,26.8,33.5,30.3,73,0,8,6,140,2,S 
18-12-2023,26.7,33.6,29.9,74,0,7.9,6,170,2,C 
19-12-2023,26.2,33.8,29.7,73,0,8,5,140,1,C 
20-12-2023,26,33.8,29.7,72,0,10,5,220,2,C 
21-12-2023,25.8,33,29.1,80,0,10.4,5,340,1,C 
22-12-2023,25.8,33.8,30,77,14.5,9,8,250,2,C 
23-12-2023,25.4,34.4,29.8,74,0,9.8,4,300,1,C 
24-12-2023,25.6,34.4,30.1,77,0,10.8,7,120,2,C 
25-12-2023,26.4,32,27.2,89,0,9.5,4,40,1,C 
26-12-2023,24.9,33.4,29.6,78,8.3,1.4,5,200,1,C 
27-12-2023,26.8,32.6,28.9,84,0,8.8,7,350,2,C 
28-12-2023,26.4,34.4,30.3,78,4.7,3.1,5,140,1,C 
29-12-2023,27,34.2,31.1,76,0,11.2,6,180,3,SE
30-12-2023,27.8,34.2,30,78,0,10.6,6,180,2,C 
31-12-2023,25,34,30.5,79,10.2,8.4,5,140,2,C 
01-01-2024,27,31.4,27.3,91,0,10.3,8,120,1,C 
02-01-2024,25.4,34.4,30.1,81,15.2,1,5,210,1,C 
03-01-2024,26.8,32.4,28.5,85,0,9.8,5,330,1,C 
04-01-2024,25.8,33.4,29.4,81,0,2.2,5,120,1,C 
05-01-2024,26.8,33,28.9,83,0,7.9,3,160,1,C 
06-01-2024,26.5,33.4,28,86,1.5,4.6,5,230,1,C 
07-01-2024,26,30.4,26.8,91,5.3,3.2,3,60,1,C 
08-01-2024,24.8,31.9,27.9,85,21.3,0,9,310,2,C 
09-01-2024,25.5,32.6,28.1,87,30.2,6,6,50,1,C 
10-01-2024,25.8,33.2,29.9,80,25.5,5.8,4,350,2,N 
11-01-2024,26.8,34.4,29.8,79,25,8.4,8,340,3,N 
12-01-2024,26,33.4,30,78,0,9.2,7,240,2,C 
13-01-2024,27,35,30.6,76,0,7.5,7,280,2,C 
14-01-2024,27,35.2,29.3,83,0,9.6,4,240,1,C 
15-01-2024,26,31.2,28.1,88,0,1.2,6,50,2,NW
16-01-2024,26.6,32,26.8,90,8.7,0,8,360,1,C 
17-01-2024,25.2,30,27.1,90,2.2,0.8,4,340,2,NW
18-01-2024,25.6,31.8,28.1,85,2.2,0,5,330,2,C 
19-01-2024,25.8,31.6,27,87,1.3,3.6,5,300,2,C 
20-01-2024,24.8,32.8,28.8,78,70.6,0,8,260,2,NW
21-01-2024,26,33.4,28.6,79,0,2,10,320,4,N 
22-01-2024,25.8,32,29.1,81,0,7.8,13,330,5,NW
23-01-2024,26.6,31.4,28.6,84,8888,8,10,320,3,NW
24-01-2024,26.6,31.8,28.7,82,0,0.4,9,330,4,NW
25-01-2024,25.6,31.4,28.2,85,0,0,8,340,2,NW
26-01-2024,25.7,32,27.6,87,3.2,4.3,10,340,3,NW
27-01-2024,25.2,32.8,28.8,82,1.5,5,8,300,3,NW
28-01-2024,25.4,33.6,28.2,86,0.8,9.5,8,160,2,C 
29-01-2024,25.8,30.8,27.4,90,8.6,5.4,10,20,1,C 
30-01-2024,25.3,32.4,28.2,87,15,1.4,11,130,2,C 
31-01-2024,25.7,32,28.2,84,6.9,6.2,6,280,2,C 
01-02-2024,25.2,31.5,28.6,85,2.6,6.7,3,340,1,C 
02-02-2024,26,31,27.4,90,0,4.5,4,340,1,C 
03-02-2024,25,29.8,27.4,91,33.5,0.8,9,330,2,NW
04-02-2024,25.6,31.8,28.2,84,12.8,0,8,340,3,NW
05-02-2024,25.5,31.7,28.2,84,1.2,1,11,320,2,C 
06-02-2024,24.6,32.2,27.9,85,48.5,3.8,11,320,2,C 
07-02-2024,25.3,30,27.4,89,6.4,4.6,4,330,1,C 
08-02-2024,25.2,32.4,28.7,82,0,0,4,10,1,C 
09-02-2024,25.4,33,29.4,81,0,6.5,6,100,1,C 
10-02-2024,26.3,30.4,27.3,90,0.6,7.7,11,290,1,C 
11-02-2024,25.2,32.2,27.9,86,11.1,0,6,320,2,C 
12-02-2024,25,33.2,27.7,88,1.3,1,12,250,2,C 
13-02-2024,25,31,27.9,91,34.2,5.1,3,160,0,C 
14-02-2024,25.6,31.2,27.7,89,21,4.9,7,360,1,C 
15-02-2024,25.6,32.2,29,84,0,0.5,5,200,1,C 
16-02-2024,26.3,33.4,30.1,80,0,6.6,5,120,1,C 
17-02-2024,26.8,32.4,28.7,85,0,8.4,7,360,2,C 
18-02-2024,25.6,31.4,27.9,89,3.7,5.3,7,330,1,C 
19-02-2024,25.6,33.6,29.6,81,16.4,7,5,30,1,C 
20-02-2024,26.2,34,30.1,80,0,9.7,5,330,1,C 
21-02-2024,26.8,34.2,30.1,79,0,8.8,8,330,2,NW
22-02-2024,27.2,33.4,30,81,0,8.9,7,350,3,NW
23-02-2024,28,32,29.2,82,0,10.2,8,270,2,C 
24-02-2024,26,33.4,28.5,85,1.4,2.8,8,240,2,C 
25-02-2024,25.6,31.2,27.6,86,0,4.8,10,340,3,NW
26-02-2024,25.7,33.4,28.3,82,5.9,4.1,10,320,2,NW
27-02-2024,25.4,32,28.5,84,8888,5.8,3,320,1,C 
28-02-2024,25.8,31.8,28.2,88,0,5.8,4,240,1,C 
29-02-2024,25.6,32.3,28.7,83,8888,4.1,3,170,1,C 
01-03-2024,26.2,32.4,28.1,87,7.7,5,4,260,2,N 
02-03-2024,25,32.6,29,84,16.4,4.9,8,320,2,N 
03-03-2024,26.4,32.8,29.3,83,0.7,8.4,6,320,2,C 
04-03-2024,26.8,31.2,28.5,87,0.7,5.5,7,360,2,C 
05-03-2024,26,32.6,29.6,84,17.1,4,5,30,2,C 
06-03-2024,27,33.7,29.9,80,0,6.7,5,340,2,N 
07-03-2024,25,30.8,28.6,89,16,8.4,3,290,1,C 
08-03-2024,27,32.8,29,87,4.3,1,9,340,2,NW
09-03-2024,26,30.4,27,87,6.8,4.4,14,330,4,NW
10-03-2024,25,32.4,28.5,84,2,0,6,320,2,NW
11-03-2024,25,30.4,27.8,89,2,1.5,3,330,1,C 
12-03-2024,25,28.2,26.3,96,30,0,10,330,2,C 
13-03-2024,25.4,29.2,26.5,94,35.3,0,10,300,3,NW
14-03-2024,25,30.2,26.9,90,96.3,0,13,330,3,NW
15-03-2024,24.5,30.2,27.9,83,9.7,0,13,330,6,NW
16-03-2024,25.4,30.8,28.4,85,2,4.5,12,330,4,NW
17-03-2024,25.4,29.2,27.5,89,8888,2.4,8,320,3,NW
18-03-2024,24.8,30.8,27.6,87,18.6,0.6,6,330,2,NW
19-03-2024,25.4,32.4,28.8,83,8888,2.5,6,320,2,NW
20-03-2024,26.6,31.2,28.1,85,8888,8.4,4,30,1,C 
21-03-2024,26,31,28.3,86,10.2,6.1,5,340,1,C 
22-03-2024,25.6,32.8,29,83,0,8.2,3,120,1,C 
23-03-2024,26,33,29.5,80,0,8.2,7,100,2,C 
24-03-2024,26.4,34.2,29.3,81,0,10.2,5,120,1,C 
25-03-2024,25.8,31.6,28.5,85,0,8,6,220,1,C 
26-03-2024,25.5,32.9,29.4,78,0,4.4,7,200,2,SE
27-03-2024,26,32.6,29.2,79,0,8.6,4,120,1,C 
28-03-2024,26.1,33,28.4,85,0,10.9,4,260,1,C 
29-03-2024,25.4,32,29.3,83,12.4,3.5,5,50,1,C 
30-03-2024,26.4,33.2,29.5,81,0,8.6,8,150,2,SE
31-03-2024,27.1,33.4,29.9,80,0,10.5,6,210,2,C 
01-04-2024,27,33.4,29.2,82,0,9.2,6,190,1,C 
02-04-2024,26.2,33.2,29.4,84,0.5,5.6,5,130,1,C 
03-04-2024,26.8,33.8,29.8,82,8888,8.3,4,140,2,C 
04-04-2024,27,33,29.5,83,1.2,10,4,170,1,C 
05-04-2024,27,31.2,29.3,85,1.2,7,11,300,2,C 
06-04-2024,25.8,32.2,28.9,85,19,1.4,5,280,1,C 
07-04-2024,25.8,33.6,29.7,83,0,1.4,5,340,1,C 
08-04-2024,27,32.2,28.8,86,0,9.7,4,210,1,C 
09-04-2024,26,31.4,27.3,93,5.5,6.1,4,200,1,C 
10-04-2024,24.8,29.2,27.3,92,19.4,2.8,2,120,0,C 
11-04-2024,25.8,30.8,27,93,6.7,0,11,310,1,C 
12-04-2024,25.3,31.6,28.2,88,24,2.1,3,200,1,C 
13-04-2024,25.5,32.8,29.3,84,0,7.3,7,120,1,C 
14-04-2024,26,33.6,29.3,82,0,10,8,140,2,C 
15-04-2024,26,32.8,29.5,83,0,10,8,110,2,C 
16-04-2024,25.9,32.4,30,80,0,9.3,9,160,4,SE
17-04-2024,28.1,30.2,28.3,89,1,10.3,9,170,3,SE
18-04-2024,27,31.8,28.9,85,15.5,3.2,4,180,1,C 
19-04-2024,26.2,33.2,29.8,83,8888,4.2,8,100,2,SE
20-04-2024,27.1,33.4,30.1,82,0,6.7,6,130,2,SE
21-04-2024,27.4,32.8,28.8,85,1,9.5,4,130,1,C 
22-04-2024,25.7,31.8,28.8,88,8888,1.6,4,120,1,SE
23-04-2024,27,32,29.1,86,2,1,9,130,3,SE
24-04-2024,26,31.3,28.7,88,5.3,1.3,6,100,1,C 
25-04-2024,26,31.8,28.8,95,0.3,1.1,9,140,2,C 
26-04-2024,26,32.3,28.9,88,48.3,0,8,120,2,SE
27-04-2024,26.4,33.2,30.2,83,1,3.6,6,100,3,SE
28-04-2024,26.7,34,30.4,81,8888,4.6,8,140,3,SE
29-04-2024,26,32.8,29.4,83,8888,9.5,4,140,2,SE
30-04-2024,27.2,33.2,29.9,79,1.6,5.6,5,120,3,SE
01-05-2024,27.6,33.2,29.7,81,0,7.9,8,150,3,SE
02-05-2024,27.6,33.2,29.2,83,8888,9.2,5,140,3,SE
03-05-2024,26.4,33.4,29.6,79,0,8,8,110,2,SE
04-05-2024,26.2,32.9,29,79,0,8.5,8,120,2,C 
05-05-2024,25.8,33,29.4,72,0,9.5,6,180,2,S 
06-05-2024,24.6,32,28.9,77,0,9.8,5,150,2,SE
07-05-2024,24.8,32.2,29.1,79,0,5.6,5,210,2,SE
08-05-2024,26.2,32.8,29.3,81,5.3,10,5,120,2,SE
09-05-2024,26.5,32.3,28.8,82,0,9,9,110,3,SE
10-05-2024,26,32.4,29.9,80,26.7,3.8,9,140,4,SE
11-05-2024,27.8,32.8,29.8,77,0,9.4,6,110,3,SE
12-05-2024,27.2,32.6,28.9,80,0,10,9,140,2,SE
13-05-2024,24.4,32.3,28.5,82,0,8.2,5,130,2,SE
14-05-2024,25,32.6,28.5,79,0,8.9,8,130,2,C 
15-05-2024,24,31.4,28.5,78,0,10.5,5,150,2,SE
16-05-2024,25.2,33,29.9,75,0,10,7,160,3,E 
17-05-2024,26.5,33.3,29.4,79,0,10.3,9,160,3,SE
18-05-2024,25.8,32.6,29.1,77,1.8,9.6,8,150,3,SE
19-05-2024,27.2,35,29.5,73,0,6,8,160,3,SE
20-05-2024,24.6,32.8,29.2,76,2,10.1,5,140,3,SE
21-05-2024,26.6,35,29.5,75,1.4,8.4,5,150,3,SE
22-05-2024,26.5,32,28.8,81,0,9.4,6,160,3,SE
23-05-2024,26.4,33,29.1,80,0,9.4,6,180,2,SE
24-05-2024,26.5,32.8,29.6,81,0,9.8,7,120,3,SE
25-05-2024,25.3,32.2,29.5,80,0,7.8,7,180,3,SE
26-05-2024,27,32.8,29.7,75,0,7.8,7,170,3,S 
27-05-2024,25.2,33.1,29.3,81,0,10,5,150,2,SE
28-05-2024,26.9,34,29.4,78,0,10,5,110,2,C 
29-05-2024,26.2,32.4,29.7,80,0,9.8,6,100,2,SE
30-05-2024,26.2,32.8,29.7,80,0,10.2,6,140,3,SE
31-05-2024,27,33.8,30,78,0,9.6,6,120,3,SE
01-06-2024,27.6,33.8,30,78,0,9.5,3,120,1,C 
02-06-2024,26.6,32.6,29.4,82,2,10,7,60,1,C 
03-06-2024,25.5,32.6,29.1,79,0,9,6,160,1,C 
04-06-2024,25.6,32.6,28.8,79,19,8.2,5,210,0,C 
05-06-2024,25,32,29,77,0,4,5,140,1,C 
06-06-2024,24,32.4,28.9,78,0,5.2,6,130,1,C 
07-06-2024,26.5,31.8,28.9,79,0,10.2,8,110,1,C 
08-06-2024,26.2,32,28.8,82,0.6,3.1,4,120,1,C 
09-06-2024,26.9,32,29,82,0.6,5.5,8,150,2,C 
10-06-2024,25.2,32.4,29.3,80,1.4,6.4,5,120,1,C 
11-06-2024,25.6,32.4,29,80,0,10.2,5,130,2,SE
12-06-2024,26.9,32.4,28.9,76,8888,8,5,170,1,C 
13-06-2024,26,32.8,28.4,80,0,8.3,4,170,0,C 
14-06-2024,25.6,32,28.5,83,0,7,4,120,1,C 
15-06-2024,26,32.6,28.6,84,4.8,4.5,5,130,2,SE
16-06-2024,26.9,31.4,28.8,79,0.6,4.5,6,150,3,SE
17-06-2024,24.8,30.8,28,80,1.6,9.8,6,140,2,SE
18-06-2024,25.8,32.2,28.3,70,2.3,1.9,10,150,4,SE
19-06-2024,25.6,30.2,27.9,73,0,9.7,6,160,3,SE
20-06-2024,26.4,31,27.5,72,0,10.2,6,130,3,SE
21-06-2024,24.6,30.6,27.7,72,0,9.2,9,150,3,SE
22-06-2024,25,31.9,28.8,71,0,10.1,7,140,2,C 
23-06-2024,27.4,30.8,28.3,79,0,10,7,150,3,SE
24-06-2024,26.5,31.4,26.9,85,3.9,1.8,3,140,1,C 
25-06-2024,25,32,28.5,77,2,1.7,5,130,2,SE
26-06-2024,25.8,31.1,28.1,81,0,10.8,5,140,2,SE
27-06-2024,25.4,32,29,82,0,4.6,8,140,2,C 
28-06-2024,26.6,32.4,29.2,80,0,9.7,7,130,2,SE
29-06-2024,27.1,32.3,29.3,78,0,10.2,5,170,3,SE
30-06-2024,27.8,31.6,28.6,75,0,9,6,150,2,C 
01-07-2024,24.8,31.4,28.7,76,0,6.8,6,160,2,C 
02-07-2024,26.2,31.8,28.4,81,0,8,3,220,1,C 
03-07-2024,26,28.9,27.6,85,0,3.7,6,130,3,SE
04-07-2024,26.6,31.2,28.4,78,2.5,0,6,140,3,SE
05-07-2024,26,31.8,28.6,74,0,1.2,9,150,4,SE
06-07-2024,26,31.8,28.1,77,0,9.7,7,90,2,C 
07-07-2024,24.6,34.2,28.5,74,0,8.5,7,120,2,C 
08-07-2024,24,31.8,27,75,0,8,6,120,2,N
09-07-2024,23.2,32,26.5,85,0,8,4,120,1,N
10-07-2024,25.5,31.4,28,81,0,8,6,150,4,SE
11-07-2024,26.4,31.3,28.5,68,0,8,6,150,3,SE
12-07-2024,25.5,31.6,28.8,64,0,8,9,150,3,SE
13-07-2024,22.9,30.4,28,65,0,8,7,150,3,SE
14-07-2024,23.8,31.1,28.3,62,0,8,11,140,4,SE
15-07-2024,23,31,28.1,66,0,8,9,170,3,S
16-07-2024,25,31.4,27.7,71,0,8,9,160,4,SE
17-07-2024,25.8,31.6,27.9,76,0,8,8,140,4,SE
18-07-2024,26.4,32,28.2,74,0,8,6,160,3,SE
19-07-2024,26,31.2,28.4,74,0,8,9,130,4,SE
20-07-2024,24.2,31.4,27.2,76,0.5,8,7,150,4,SE
21-07-2024,25.6,31.6,28,71,0,8,7,170,3,SE
22-07-2024,24.8,32,27.5,78,0,8,7,180,2,N
23-07-2024,24.4,31.8,27.2,81,0,8,8,200,2,N
24-07-2024,24.8,31.2,28.2,76,0,8,5,190,2,N
25-07-2024,25.6,31.8,28.1,75,0,8,7,160,3,SE
26-07-2024,25.6,31.8,28.1,76,0,8,9,120,2,N
27-07-2024,25.4,32.2,28.2,76,0,8,6,140,3,SE
28-07-2024,26,32.4,28.7,76,0,8,8,150,2,N
29-07-2024,25.2,31.6,28,78,0,8,8,180,2,SE
30-07-2024,26,32.8,29,76,0,8,9,100,4,SE
31-07-2024,26.6,31.3,28.7,82,0,8,6,160,3,SE
01-08-2024,25.5,30.8,28.1,90,9.1,7,6,160,3,SE
02-08-2024,26,32.2,29,80,2.1,5.3,10,120,3,SE
03-08-2024,25.6,30.9,28.2,81,0.6,8,6,200,3,SE
04-08-2024,24.8,31.8,28.1,80,0,8,8,150,3,SE
05-08-2024,24,31.4,27.1,76,0,8,5,180,2,SE
06-08-2024,24.8,31.4,27.5,76,0,8,7,130,4,SE
07-08-2024,26.9,32.8,29.1,75,0,8,6,160,3,SE
08-08-2024,26.6,31.9,28.9,75,0,8,8,130,4,SE
09-08-2024,26.5,32,29.1,73,0.5,8,9,170,3,SE
10-08-2024,26.4,31.6,28.7,73,0,8,7,170,4,SE
11-08-2024,24.6,31.2,27.8,64,0,8,10,150,5,SE
12-08-2024,24.2,30.6,27.5,65,0,8,5,180,3,SE
13-08-2024,24.4,32.6,28,76,0,8,9,140,4,SE
14-08-2024,26.2,31.8,28.9,73,0,8,8,140,4,SE
15-08-2024,25,32.4,28.1,67,0,8,7,150,3,SE
16-08-2024,23.7,31.8,27.3,77,0,8,8,130,3,SE
17-08-2024,24.8,31.2,28.3,73,0,8,5,170,3,SE
18-08-2024,25.8,31.8,28.3,79,0,8,8,110,3,SE
19-08-2024,23.4,31.8,27.6,77,0,8,9,140,3,SE
20-08-2024,25.8,31.8,28,68,0,8,6,200,3,SE
21-08-2024,25.2,31.8,28.3,74,0,8,5,120,3,SE
22-08-2024,25.3,32.4,28.5,76,0,8,5,180,2,N
23-08-2024,24.6,32.4,28.1,76,0,7.9,8,180,3,SE
24-08-2024,24.2,32.6,27.9,77,0,8,7,170,4,SE
25-08-2024,26.4,32,28.9,71,0,8,9,150,4,S
26-08-2024,25.5,33.2,29.1,70,0,8,8,120,3,S
27-08-2024,24.2,32.6,27.9,75,0,8,7,140,4,S
28-08-2024,27,32.1,29,66,0,8,7,150,3,SE
29-08-2024,24.8,32.8,28.4,78,0,2.8,5,200,3,SE
30-08-2024,25.6,32,28.9,66,0,8,8,180,2,N
31-08-2024,24.8,32.4,28.1,78,0,8,5,100,2,SE
01-09-2024,25.4,32.8,28.6,79,0,8,10,120,3,SE
02-09-2024,25.2,33.8,28.7,77,0,8,6,140,3,SE
03-09-2024,26.2,33.6,28.9,72,0,8,7,140,4,S
04-09-2024,26.9,33.3,29.9,74,0,8,8,130,4,SE
05-09-2024,25.8,34.2,29.7,75,0,8,6,110,3,SE
06-09-2024,26.4,32.8,29.7,72,0,8,10,140,5,SE
07-09-2024,26.8,33.6,29.7,73,0,8,8,120,5,SE
08-09-2024,28,33.3,29.6,78,8888,8,11,150,3,SE
09-09-2024,25.8,33.8,29.9,75,8888,8,7,120,2,N
10-09-2024,26.7,33.6,29.7,77,0,8,6,200,3,SE
11-09-2024,26.8,33.2,29.2,78,0,8,6,120,4,SE
12-09-2024,27.8,33.6,29.8,68,0,8,7,130,4,SE
13-09-2024,27.5,33,29.8,63,0,8,7,180,4,SE
14-09-2024,27.2,33.8,30.1,63,0,8,6,120,3,SE
15-09-2024,27.6,34,30.1,61,0,8,9,120,3,SE
16-09-2024,26.2,32.6,28.4,71,0,8,5,130,3,SE
17-09-2024,25.6,33.1,29.4,60,0,8,6,180,3,SE
18-09-2024,24.8,31.2,28.2,70,0,8,6,160,2,S
19-09-2024,23.8,32.4,27.9,75,0,8,6,180,3,SE
20-09-2024,25.2,32.6,29.6,73,0,8,9,120,3,SE
21-09-2024,25.8,32.8,29.4,77,0,8,8,100,3,SE
22-09-2024,26.8,33.4,29.9,79,0,8,9,120,4,SE
23-09-2024,27.2,34.8,30.4,75,0,8,6,100,2,N
24-09-2024,25.2,34.2,29.6,81,0,8,6,120,3,SE
25-09-2024,27,33.2,30.2,74,0,8,6,120,2,SE
26-09-2024,26.6,34,30.3,77,0,7.8,8,120,3,SE
27-09-2024,27.4,34.2,30.5,75,0,8,5,140,3,SE
28-09-2024,27.6,34.4,30.7,74,0,8,7,120,4,SE
29-09-2024,27.8,34.8,30.7,69,0,8,10,110,4,SE
30-09-2024,28.4,35,31.1,68,0,8,12,120,3,SE
01-10-2024,28,34.2,30.6,74,0,8,6,150,3,SE
02-10-2024,26.8,33.9,30.5,73,0,8,5,120,2,SE
03-10-2024,26.5,33.2,30.4,68,0,8,9,150,4,SE
04-10-2024,27,34.4,31,66,0,8,5,170,3,SE
05-10-2024,27.6,34.6,30.8,72,0,8,7,180,3,SE
06-10-2024,27,34.8,29.6,77,0,8,12,130,5,SE
07-10-2024,28,34.6,30.7,67,0,8,7,140,3,SE
08-10-2024,26.2,34.8,30.7,71,0,8,7,180,4,SE
09-10-2024,27.8,33.7,30.7,67,0,8,6,140,3,SE
10-10-2024,27.4,34.4,30.9,67,0,8,10,120,4,SE
11-10-2024,27.6,33.6,30.8,69,0,8,8,150,3,SE
